NOMBRE BARRA,NIVEL TENSIÓN,AÑO,MES,DÍA,HORA,CMg USD,,CMg Promedio,33.2
C.DOMINADOR___220,220,2019,12,28,24,36.8,,,
C.DOMINADOR___220,220,2019,12,29,1,37.4,,,
C.DOMINADOR___220,220,2019,12,29,2,37.4,,,
C.DOMINADOR___220,220,2019,12,29,3,37.4,,,
C.DOMINADOR___220,220,2019,12,29,4,37.4,,,
C.DOMINADOR___220,220,2019,12,29,5,37.4,,,
C.DOMINADOR___220,220,2019,12,29,6,37.4,,,
C.DOMINADOR___220,220,2019,12,29,9,31.2,,,
C.DOMINADOR___220,220,2019,12,29,10,31.2,,,
C.DOMINADOR___220,220,2019,12,29,11,31.4,,,
C.DOMINADOR___220,220,2019,12,29,12,32,,,
C.DOMINADOR___220,220,2019,12,29,13,32,,,
C.DOMINADOR___220,220,2019,12,29,14,32,,,
C.DOMINADOR___220,220,2019,12,29,15,32,,,
C.DOMINADOR___220,220,2019,12,29,16,32,,,
C.DOMINADOR___220,220,2019,12,29,7,36.8,,,
C.DOMINADOR___220,220,2019,12,29,8,34.6,,,
C.DOMINADOR___220,220,2019,12,29,17,31.9,,,
C.DOMINADOR___220,220,2019,12,29,18,32,,,
C.DOMINADOR___220,220,2019,12,29,19,33.2,,,
C.DOMINADOR___220,220,2019,12,29,20,35.9,,,
C.DOMINADOR___220,220,2019,12,29,21,36.4,,,
C.DOMINADOR___220,220,2019,12,29,22,36.4,,,
C.DOMINADOR___220,220,2019,12,29,23,36.4,,,
C.DOMINADOR___220,220,2019,12,29,24,36.4,,,
C.DOMINADOR___220,220,2019,12,30,1,36.6,,,
C.DOMINADOR___220,220,2019,12,30,2,36.6,,,
C.DOMINADOR___220,220,2019,12,30,3,36.6,,,
C.DOMINADOR___220,220,2019,12,30,4,36.6,,,
C.DOMINADOR___220,220,2019,12,30,5,36.6,,,
C.DOMINADOR___220,220,2019,12,30,6,36.6,,,
C.DOMINADOR___220,220,2019,12,30,7,36.6,,,
C.DOMINADOR___220,220,2019,12,30,8,36.6,,,
C.DOMINADOR___220,220,2019,12,30,9,31.1,,,
C.DOMINADOR___220,220,2019,12,30,10,31.1,,,
C.DOMINADOR___220,220,2019,12,30,11,31.1,,,
C.DOMINADOR___220,220,2019,12,30,12,31.1,,,
C.DOMINADOR___220,220,2019,12,30,13,31.1,,,
C.DOMINADOR___220,220,2019,12,30,14,31.1,,,
C.DOMINADOR___220,220,2019,12,30,15,31.1,,,
C.DOMINADOR___220,220,2019,12,30,16,31.1,,,
C.DOMINADOR___220,220,2019,12,30,17,31.1,,,
C.DOMINADOR___220,220,2019,12,30,18,31.1,,,
C.DOMINADOR___220,220,2019,12,30,19,35.9,,,
C.DOMINADOR___220,220,2019,12,30,20,35.9,,,
C.DOMINADOR___220,220,2019,12,30,21,35.9,,,
C.DOMINADOR___220,220,2019,12,30,22,35.9,,,
C.DOMINADOR___220,220,2019,12,30,23,35.9,,,
C.DOMINADOR___220,220,2019,12,30,24,35.9,,,
C.DOMINADOR___220,220,2019,12,31,1,36.1,,,
C.DOMINADOR___220,220,2019,12,31,2,36.1,,,
C.DOMINADOR___220,220,2019,12,31,3,36.1,,,
C.DOMINADOR___220,220,2019,12,31,4,36.1,,,
C.DOMINADOR___220,220,2019,12,31,5,36.1,,,
C.DOMINADOR___220,220,2019,12,31,6,36.1,,,
C.DOMINADOR___220,220,2019,12,31,7,36.1,,,
C.DOMINADOR___220,220,2019,12,31,8,36.1,,,
C.DOMINADOR___220,220,2019,12,31,9,31.6,,,
C.DOMINADOR___220,220,2019,12,31,10,31.6,,,
C.DOMINADOR___220,220,2019,12,31,11,31.6,,,
C.DOMINADOR___220,220,2019,12,31,12,31.6,,,
C.DOMINADOR___220,220,2019,12,31,13,31.6,,,
C.DOMINADOR___220,220,2019,12,31,14,31.5,,,
C.DOMINADOR___220,220,2019,12,31,16,31.5,,,
C.DOMINADOR___220,220,2019,12,31,17,31.5,,,
C.DOMINADOR___220,220,2019,12,31,18,31.5,,,
C.DOMINADOR___220,220,2019,12,31,19,35,,,
C.DOMINADOR___220,220,2019,12,31,20,35,,,
C.DOMINADOR___220,220,2019,12,31,21,35,,,
C.DOMINADOR___220,220,2019,12,31,22,35,,,
C.DOMINADOR___220,220,2019,12,31,23,35,,,
C.DOMINADOR___220,220,2019,12,31,24,35,,,
C.DOMINADOR___220,220,2019,12,31,15,31.5,,,
